"CASEID","ALTERID","AGE","EDUC","RACE","SEX","RELIG","AGE_CATEGORICAL","EDUC_CATEGORICAL","TALKTO","SPOUSE","KIN"
19850500,5,70,12,"white","female","catholic","60+","HS",3,2,1
19850501,1,25,16,"white","female","protestant","20s","College",1,1,1
19850501,2,58,12,"white","female","protestant","50s","HS",1,2,1
19850502,1,66,12,"white","male",NA,"60+","HS",1,2,0
19850502,2,42,13,"white","female","catholic","40s","Some College",2,2,1
19850502,3,43,12,"white","male","catholic","40s","HS",2,2,1
19850503,1,36,12,"white","female","catholic","30s","HS",3,2,1
19850503,2,37,12,"white","male","catholic","30s","HS",3,2,1
19850503,3,45,12,"white","female","catholic","40s","HS",1,1,1
19850504,1,51,13,"white","male","catholic","50s","Some College",3,2,0
19850504,2,36,13,"white","male","none","30s","Some College",1,2,0
19850504,3,39,13,"white","male","catholic","30s","Some College",3,2,1
19850504,4,27,13,"white","female","catholic","20s","Some College",1,2,0
19850505,1,57,16,"white","male","protestant","50s","College",2,2,0
19850505,2,68,12,"white","female","catholic","60+","HS",4,2,0
19850505,3,72,12,"white","female","protestant","60+","HS",2,2,0
19850505,4,40,12,"white","male","protestant","40s","HS",1,2,1
19850505,5,34,12,"white","female","protestant","30s","HS",1,2,1
19850507,1,26,16,"white","female",NA,"20s","College",1,2,0
19850507,2,36,16,"white","male","none","30s","College",2,2,0
19850507,3,41,12,"white","female","catholic","40s","HS",3,2,1
19850507,4,24,16,"white","male","protestant","20s","College",1,2,0
19850507,5,35,18,"white","male","catholic","30s","Post Graduate",4,2,0
19850508,1,41,13,"white","male","protestant","40s","Some College",1,2,0
19850508,2,32,13,"white","female","catholic","30s","Some College",1,2,0
19850508,3,41,18,"white","male","protestant","40s","Post Graduate",2,2,0
19850509,1,60,18,"white","male","catholic","60+","Post Graduate",3,2,0
19850509,2,85,8,"white","male","catholic","60+","No HS",1,1,1
19850509,3,56,13,"white","female","catholic","50s","Some College",2,2,1
19850509,4,57,12,"white","female","catholic","50s","HS",2,2,1
19850509,5,44,12,"white","male","catholic","40s","HS",2,2,1
19850510,1,62,13,"white","male","catholic","60+","Some College",2,2,0
19850510,2,55,12,"white","female","catholic","50s","HS",2,2,0
19850510,3,59,12,"white","male","catholic","50s","HS",2,2,0
19850510,4,58,12,"white","female","catholic","50s","HS",3,2,0
19850510,5,55,12,"white","female","catholic","50s","HS",1,1,1
19850511,1,30,12,"white","female","none","30s","HS",2,2,1
19850511,2,38,18,"black","female",NA,"30s","Post Graduate",2,2,0
19850511,3,45,14,"white","male","none","40s","Some College",1,2,0
19850511,4,34,13,"white","female",NA,"30s","Some College",1,2,0
19850512,1,26,12,"white","male","catholic","20s","HS",1,2,1
19850512,2,33,13,"white","female","jewish","30s","Some College",3,2,1
19850512,3,39,16,"white","male","catholic","30s","College",3,2,1
19850513,1,37,11,"white","female","catholic","30s","No HS",1,1,1
19850514,1,45,13,"white","male","catholic","40s","Some College",1,2,1
19850515,1,56,12,"white","female","other","50s","HS",1,2,1
19850516,1,45,13,"white","male","catholic","40s","Some College",1,2,1
19850516,2,50,11,"white","female","catholic","50s","No HS",2,2,0
19850516,3,45,18,"white","male","jewish","40s","Post Graduate",4,2,0
19850517,1,58,12,"white","female","catholic","50s","HS",2,2,1
19850518,1,53,16,"white","male","protestant","50s","College",1,2,1
19850518,2,59,16,"white","male","protestant","50s","College",2,2,1
19850518,3,53,13,"white","female","protestant","50s","Some College",1,2,1
19850518,4,57,16,"white","female","protestant","50s","College",2,2,1
19850518,5,84,13,"white","male","protestant","60+","Some College",1,1,1
19850519,1,42,12,"white","female","protestant","40s","HS",2,2,0
19850519,2,28,14,"white","male","catholic","20s","Some College",1,2,0
19850519,3,32,12,"white","female","catholic","30s","HS",2,2,0
19850519,4,30,18,"white","female","catholic","30s","Post Graduate",2,2,1
19850519,5,32,13,"hispanic","male","catholic","30s","Some College",1,2,0
19850520,1,28,16,"white","male","catholic","20s","College",3,2,0
19850520,2,32,14,"white","female","protestant","30s","Some College",1,1,1
19850521,1,30,14,"white","female","protestant","30s","Some College",2,2,1
19850521,2,53,12,"white","female","protestant","50s","HS",1,1,1
19850521,3,27,14,"white","male","protestant","20s","Some College",3,2,1
19850523,1,60,12,"white","male","catholic","60+","HS",3,2,1
19850523,2,55,12,"white","male","catholic","50s","HS",3,2,1
19850523,3,64,12,"white","male","catholic","60+","HS",1,2,0
19850524,1,52,18,"white","female","protestant","50s","Post Graduate",1,1,1
19850524,2,19,12,"white","male","none","20s","HS",1,2,1
19850524,3,17,11,"white","female","none","20s","No HS",1,2,1
19850524,4,26,12,"white","male","catholic","20s","HS",1,2,0
19850524,5,34,18,"white","male","protestant","30s","Post Graduate",2,2,0
19850525,1,62,14,"white","male","protestant","60+","Some College",3,2,0
19850525,2,35,16,"white","female","protestant","30s","College",2,2,1
19850525,3,33,12,"white","male","protestant","30s","HS",2,2,1
19850525,4,32,12,"white","male","protestant","30s","HS",2,2,1
19850525,5,30,12,"white","female","protestant","30s","HS",2,2,1
19850526,1,73,8,"black","female","protestant","60+","No HS",1,2,0
19850526,2,68,8,"black","female","protestant","60+","No HS",1,2,0
19850526,3,57,18,"black","female","protestant","50s","Post Graduate",1,2,1
19850526,4,59,16,"black","male","protestant","50s","College",2,2,1
19850527,1,39,16,"black","female",NA,"30s","College",2,2,0
19850527,2,25,16,"white","female",NA,"20s","College",2,2,0
19850527,3,55,8,"black","female","protestant","50s","No HS",1,1,1
19850528,1,40,12,"white","female","protestant","40s","HS",2,2,0
19850528,2,34,12,"black","male","protestant","30s","HS",1,2,0
19850529,1,19,13,"white","female","catholic","20s","Some College",2,2,1
19850529,2,21,12,"white","male","catholic","20s","HS",1,2,0
19850529,3,42,16,"white","female","catholic","40s","College",2,2,1
19850529,4,23,NA,"white","male",NA,"20s",NA,1,2,0
19850529,5,22,14,"white","female","protestant","20s","Some College",2,2,0
19850530,1,22,13,"white","male","protestant","20s","Some College",1,2,0
19850530,2,36,12,"white","male","protestant","30s","HS",1,2,0
19850530,3,32,12,"white","male","catholic","30s","HS",1,2,0
19850531,1,36,16,"asian","male",NA,"30s","College",2,2,0
19850531,2,32,14,"black","female","protestant","30s","Some College",1,1,1
19850531,3,35,12,"black","male","protestant","30s","HS",3,2,0
19850531,4,29,12,"black","male","protestant","20s","HS",3,2,0
19850532,1,54,13,"white","female","protestant","50s","Some College",1,2,0
19850532,2,63,8,"white","female","catholic","60+","No HS",3,2,0
19850532,3,35,13,"white","male","protestant","30s","Some College",2,2,0
19850532,4,50,16,NA,"male",NA,"50s","College",2,2,0
19850533,1,32,18,"white","female",NA,"30s","Post Graduate",3,2,0
19850533,2,37,12,"white","female","protestant","30s","HS",2,2,0
19850533,3,31,16,"white","female",NA,"30s","College",2,2,0
19850533,4,17,11,"white","female","protestant","20s","No HS",1,2,0
19850533,5,55,12,"white","female","catholic","50s","HS",1,2,0
19850534,1,66,12,"white","female","protestant","60+","HS",1,1,1
19850534,2,34,16,"white","female","protestant","30s","College",2,2,1
19850534,3,35,12,"white","female","protestant","30s","HS",2,2,1
19850534,4,32,12,"white","male","protestant","30s","HS",2,2,1
19850534,5,41,12,"white","male","protestant","40s","HS",2,2,1
19850535,1,27,13,"white","male","catholic","20s","Some College",1,2,0
19850535,2,31,16,"white","female","catholic","30s","College",1,1,1
19850535,3,41,18,"white","male","none","40s","Post Graduate",2,2,1
19850535,4,33,16,"white","male","protestant","30s","College",2,2,0
19850535,5,53,12,"white","male","catholic","50s","HS",4,2,1
19850536,1,28,13,"white","female","protestant","20s","Some College",1,1,1
19850536,2,25,13,"white","male",NA,"20s","Some College",1,2,0
19850537,1,33,12,"white","male","none","30s","HS",1,1,1
19850537,2,33,13,"white","male","none","30s","Some College",1,2,0
19850538,1,57,12,"white","female","protestant","50s","HS",3,2,1
19850538,2,57,NA,"white","male","protestant","50s",NA,3,2,1
19850538,3,37,12,"white","female","protestant","30s","HS",3,2,1
19850538,4,73,12,"white","female","protestant","60+","HS",2,2,1
19850538,5,34,13,"white","female","protestant","30s","Some College",2,2,0
19850539,1,63,12,"white","male","protestant","60+","HS",3,2,1
19850539,2,61,12,"white","female","protestant","60+","HS",3,2,1
19850539,3,85,16,"white","female","protestant","60+","College",2,2,1
19850539,4,36,16,"white","female","protestant","30s","College",3,2,1
19850539,5,48,16,"white","female","catholic","40s","College",1,2,0
19850540,1,34,16,"white","female","protestant","30s","College",1,1,1
19850540,2,30,13,"white","male","protestant","30s","Some College",2,2,0
19850542,1,25,16,"white","male","protestant","20s","College",1,1,1
19850542,2,53,12,"white","female","protestant","50s","HS",2,2,1
19850542,3,40,12,"white","female","catholic","40s","HS",1,2,0
19850542,4,28,12,"white","female","catholic","20s","HS",2,2,0
19850542,5,21,12,"white","female","protestant","20s","HS",3,2,1
19850543,1,45,12,"white","female","protestant","40s","HS",1,1,1
19850543,2,68,8,"white","male","protestant","60+","No HS",2,2,1
19850543,3,48,16,"white","male","catholic","40s","College",2,2,0
19850543,4,50,18,"white","male","protestant","50s","Post Graduate",3,2,0
19850543,5,56,12,"white","male","protestant","50s","HS",2,2,0
19850544,1,33,14,"white","female","protestant","30s","Some College",1,2,0
19850544,2,47,16,"white","male","catholic","40s","College",1,2,0
19850544,3,34,13,"white","male","jewish","30s","Some College",1,2,0
19850544,4,32,16,"white","male","protestant","30s","College",1,2,0
19850544,5,34,16,"black","female","protestant","30s","College",1,2,0
19850545,1,44,18,"white","male","catholic","40s","Post Graduate",4,2,1
19850545,2,22,13,"white","male","catholic","20s","Some College",4,2,1
19850545,3,31,16,"white","female","catholic","30s","College",1,2,0
19850545,4,70,12,"white","female","catholic","60+","HS",4,2,1
19850545,5,39,18,"white","female","catholic","30s","Post Graduate",4,2,1
19850546,1,NA,11,"black","female","protestant",NA,"No HS",1,2,1
19850546,2,22,12,"black","male","protestant","20s","HS",1,2,1
19850547,1,44,13,"black","female","protestant","40s","Some College",1,1,1
19850548,1,NA,13,"black","male","protestant",NA,"Some College",1,2,1
19850548,2,NA,16,"black","female","protestant",NA,"College",1,2,1
19850549,1,42,12,"black","female","protestant","40s","HS",1,2,0
19850549,2,57,12,"black","female","protestant","50s","HS",1,2,1
19850550,1,40,11,NA,"male","none","40s","No HS",2,2,1
19850551,1,36,12,"white","male","none","30s","HS",1,1,1
19850551,2,31,12,"white","female","protestant","30s","HS",2,2,0
19850552,1,33,12,"white","male","other","30s","HS",2,2,1
19850552,2,30,18,"white","male","other","30s","Post Graduate",3,2,0
19850552,3,33,12,"white","male","other","30s","HS",2,2,0
19850552,4,27,14,"white","male","protestant","20s","Some College",3,2,0
19850552,5,30,12,"white","male","other","30s","HS",3,2,0
19850553,1,36,13,"white","female","protestant","30s","Some College",1,1,1
19850553,2,15,8,"white","female","protestant","20s","No HS",1,2,1
19850553,3,11,3.5,"white","female","protestant","20s","No HS",1,2,1
19850553,4,33,13,"white","male","protestant","30s","Some College",2,2,1
19850553,5,75,18,"white","female","protestant","60+","Post Graduate",4,2,1
19850554,1,44,13,"white","female","protestant","40s","Some College",1,2,1
19850554,2,19,13,"white","female","protestant","20s","Some College",1,2,0
19850554,3,20,12,"white","female","protestant","20s","HS",2,2,0
19850554,4,21,13,"black","male","protestant","20s","Some College",3,2,0
19850555,1,40,16,"white","female","protestant","40s","College",2,2,0
19850555,2,40,16,"white","female","protestant","40s","College",2,2,0
19850555,3,43,16,"white","male","protestant","40s","College",2,2,0
19850555,4,43,14,"white","female","protestant","40s","Some College",1,2,0
19850555,5,40,16,"white","male","protestant","40s","College",2,2,0
19850557,1,30,16,"white","female","catholic","30s","College",1,2,0
19850557,2,35,16,"white","male","protestant","30s","College",1,2,0
19850557,3,41,12,"white","male","catholic","40s","HS",2,2,0
19850557,4,49,12,"white","male","protestant","40s","HS",1,2,0
19850557,5,27,13,"white","male","protestant","20s","Some College",2,2,1
19850558,1,20,NA,"white","male","protestant","20s",NA,1,2,0
19850558,2,41,13,"white","male","protestant","40s","Some College",1,2,1
19850558,3,41,13,"white","female","protestant","40s","Some College",1,2,1
19850559,1,75,12,"white","female","protestant","60+","HS",2,2,1
19850559,2,31,13,"white","male",NA,"30s","Some College",2,2,0
19850559,3,38,12,"white","female","catholic","30s","HS",3,2,1
19850560,1,NA,16,"white","male","protestant",NA,"College",2,2,1
19850560,2,NA,16,"white","male","protestant",NA,"College",2,2,1
19850562,1,32,13,"asian","female","protestant","30s","Some College",2,2,0
19850562,2,60,13,"asian","female","protestant","60+","Some College",2,2,1
19850562,3,35,16,"asian","male","other","30s","College",4,2,0
19850564,1,72,8,"white","female","protestant","60+","No HS",1,2,1
19850564,2,35,11,"white","male","protestant","30s","No HS",1,2,1
19850564,3,36,12,"white","female","protestant","30s","HS",1,2,1
19850565,1,61,13,"white","female","protestant","60+","Some College",3,2,0
19850565,2,56,12,"white","female","protestant","50s","HS",2,1,1
19850565,3,30,12,"white","male","protestant","30s","HS",2,2,1
19850565,4,26,12,"white","female","protestant","20s","HS",2,2,1
19850565,5,32,13,"white","male","protestant","30s","Some College",2,2,1
19850566,1,71,12,"white","male","catholic","60+","HS",1,1,1
19850566,2,37,16,"white","male","catholic","30s","College",1,2,1
19850566,3,41,13,"white","female","catholic","40s","Some College",3,2,1
19850566,4,45,13,"white","female","catholic","40s","Some College",3,2,1
19850566,5,34,13,"white","female","catholic","30s","Some College",1,2,1
19850567,1,43,13,"white","male","catholic","40s","Some College",1,2,0
19850568,1,41,12,"white","male","catholic","40s","HS",1,1,1
19850568,2,59,11,"white","female","catholic","50s","No HS",1,2,1
19850568,3,15,11,"white","male","protestant","20s","No HS",1,2,1
19850570,1,57,12,"white","male","protestant","50s","HS",1,2,0
19850570,2,63,12,"white","female","protestant","60+","HS",1,1,1
19850571,1,25,12,"white","male","protestant","20s","HS",1,2,0
19850571,2,62,12,"white","male","protestant","60+","HS",2,2,1
19850571,3,65,12,"white","female","protestant","60+","HS",1,2,1
19850571,4,45,16,"white","male","protestant","40s","College",2,2,0
19850571,5,40,11,"white","female","protestant","40s","No HS",1,2,1
19850572,1,29,12,"white","female","protestant","20s","HS",1,2,0
19850572,2,34,12,"white","female","protestant","30s","HS",2,2,1
19850573,1,60,12,"white","male","protestant","60+","HS",4,2,0
19850574,1,45,18,"white","male","catholic","40s","Post Graduate",4,2,1
19850574,2,40,18,"white","male","catholic","40s","Post Graduate",4,2,1
19850574,3,35,16,"white","female","catholic","30s","College",4,2,1
19850574,4,35,14,"white","male","catholic","30s","Some College",4,2,1
19850574,5,47,12,"white","male","catholic","40s","HS",2,2,1
19850575,1,30,12,"white","female","catholic","30s","HS",1,2,0
19850575,2,50,13,"white","female","catholic","50s","Some College",1,2,1
19850575,3,30,12,"white","male","catholic","30s","HS",1,1,1
19850575,4,25,12,"white","female","catholic","20s","HS",1,2,0
19850575,5,27,16,"white","male","protestant","20s","College",1,2,0
19850577,1,23,11,"white","female","protestant","20s","No HS",1,2,1
19850577,2,41,11,"white","female","protestant","40s","No HS",2,2,1
