"CASEID","AGE","EDUC","RACE","SEX","RELIG","AGE_CATEGORICAL","EDUC_CATEGORICAL","NUMGIVEN","HAPPY","HEALTH","PARTYID","WTSSALL","AGE1","AGE2","AGE3","AGE4","AGE5","EDUC1","EDUC2","EDUC3","EDUC4","EDUC5","RACE1","RACE2","RACE3","RACE4","RACE5","SEX1","SEX2","SEX3","SEX4","SEX5","RELIG1","RELIG2","RELIG3","RELIG4","RELIG5","AGE_CATEGORICAL1","AGE_CATEGORICAL2","AGE_CATEGORICAL3","AGE_CATEGORICAL4","AGE_CATEGORICAL5","EDUC_CATEGORICAL1","EDUC_CATEGORICAL2","EDUC_CATEGORICAL3","EDUC_CATEGORICAL4","EDUC_CATEGORICAL5","TALKTO1","TALKTO2","TALKTO3","TALKTO4","TALKTO5","SPOUSE1","SPOUSE2","SPOUSE3","SPOUSE4","SPOUSE5","KIN1","KIN2","KIN3","KIN4","KIN5","CLOSE12","CLOSE13","CLOSE14","CLOSE15","CLOSE23","CLOSE24","CLOSE25","CLOSE34","CLOSE35","CLOSE45"
19850287,66,8,"white","male","catholic","60+","No HS",0,2,1,1,1.5544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850288,62,12,"white","female","catholic","60+","HS",1,1,1,1,1.0363,58,NA,NA,NA,NA,12,NA,NA,NA,NA,"white",NA,NA,NA,NA,"female",NA,NA,NA,NA,"catholic",NA,NA,NA,NA,"50s",NA,NA,NA,NA,"HS",NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850289,74,12,"white","female","protestant","60+","HS",0,2,2,5,0.5181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850290,75,12,"white","female","catholic","60+","HS",0,2,2,4,0.5181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850291,83,12,"white","male","catholic","60+","HS",1,2,1,0,1.0363,55,NA,NA,NA,NA,14,NA,NA,NA,NA,"white",NA,NA,NA,NA,"female",NA,NA,NA,NA,"catholic",NA,NA,NA,NA,"50s",NA,NA,NA,NA,"Some College",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850292,87,12,"white","female","catholic","60+","HS",0,2,3,3,1.0363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850293,81,7,"white","female","protestant","60+","No HS",2,1,1,6,0.5181,87,54,NA,NA,NA,8,16,NA,NA,NA,"white","white",NA,NA,NA,"female","male",NA,NA,NA,"protestant","protestant",NA,NA,NA,"60+","50s",NA,NA,NA,"No HS","College",NA,NA,NA,2,3,NA,NA,NA,2,2,NA,NA,NA,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850294,65,20,"white","female","catholic","60+","Post Graduate",4,1,2,4,0.5181,69,54,67,62,NA,18,18,18,18,NA,"white","white","white","white",NA,"male","female","female","female",NA,"protestant","protestant","catholic","catholic",NA,"60+","50s","60+","60+",NA,"Post Graduate","Post Graduate","Post Graduate","Post Graduate",NA,1,1,2,1,NA,2,2,2,2,NA,0,0,0,1,NA,1,0,0,NA,1,2,NA,2,NA,NA
19850295,60,20,"white","male","jewish","60+","Post Graduate",3,1,1,5,1.0363,51,60,50,NA,NA,16,18,18,NA,NA,"white","white","white",NA,NA,"female","male","male",NA,NA,"jewish","jewish","jewish",NA,NA,"50s","60+","50s",NA,NA,"College","Post Graduate","Post Graduate",NA,NA,1,1,1,NA,NA,1,2,2,NA,NA,1,0,0,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA
19850296,51,12,"white","male","jewish","50s","HS",3,2,2,5,1.0363,49,52,26,NA,NA,12,13,18,NA,NA,"white","white","white",NA,NA,"female","male","male",NA,NA,"jewish","jewish","jewish",NA,NA,"40s","50s","20s",NA,NA,"HS","Some College","Post Graduate",NA,NA,1,3,2,NA,NA,1,2,2,NA,NA,1,0,1,NA,NA,2,2,NA,NA,1,NA,NA,NA,NA,NA
19850297,26,16,"white","female","jewish","20s","College",4,2,2,0,1.5544,40,24,50,54,NA,18,16,8,13,NA,"white","white","white","white",NA,"male","female","female","male",NA,"jewish","jewish","jewish","jewish",NA,"40s","20s","50s","50s",NA,"Post Graduate","College","No HS","Some College",NA,2,2,1,1,NA,2,2,2,2,NA,0,0,1,1,NA,1,1,1,NA,1,1,NA,2,NA,NA
19850298,48,14,"white","female","jewish","40s","Some College",4,2,2,5,1.5544,52,10,37,48,NA,13,3.5,12,18,NA,"white","white","white","white",NA,"male","female","female","female",NA,"jewish","jewish","jewish","jewish",NA,"50s","20s","30s","40s",NA,"Some College","No HS","HS","Post Graduate",NA,1,1,1,1,NA,1,2,2,2,NA,1,1,1,0,NA,2,1,1,NA,1,1,NA,1,NA,NA
19850299,53,18,"white","male","catholic","50s","Post Graduate",4,3,3,5,2.0725,52,48,56,56,NA,14,18,18,18,NA,"white","white","white","white",NA,"female","male","male","male",NA,"catholic","catholic","jewish","protestant",NA,"50s","40s","50s","50s",NA,"Some College","Post Graduate","Post Graduate","Post Graduate",NA,1,1,1,1,NA,1,2,2,2,NA,1,0,0,0,NA,1,0,1,NA,2,2,NA,2,NA,NA
19850300,60,11,"white","male","catholic","60+","No HS",3,2,2,1,0.5181,73,64,77,NA,NA,3.5,12,3.5,NA,NA,"white","white","white",NA,NA,"female","male","female",NA,NA,"catholic","catholic","catholic",NA,NA,"60+","60+","60+",NA,NA,"No HS","HS","No HS",NA,NA,3,3,3,NA,NA,2,2,2,NA,NA,1,1,1,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA
19850301,62,9,"black","female","protestant","60+","No HS",6,1,3,4,0.5181,43,40,37,19,32,12,12,12,12,12,"black","black","black","black","black","female","female","female","female","female","protestant","protestant","protestant","protestant","protestant","40s","40s","30s","20s","30s","HS","HS","HS","HS","HS",1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
19850302,36,13,"white","female","protestant","30s","Some College",2,2,2,4,1.0363,32,28,NA,NA,NA,12,13,NA,NA,NA,"black","asian",NA,NA,NA,"male","male",NA,NA,NA,"protestant","protestant",NA,NA,NA,"30s","20s",NA,NA,NA,"HS","Some College",NA,NA,NA,2,3,NA,NA,NA,2,2,NA,NA,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850303,73,12,"other","female","none","60+","HS",0,2,3,2,0.5181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850304,70,8,"white","female","protestant","60+","No HS",2,1,3,3,0.5181,85,75,NA,NA,NA,8,12,NA,NA,NA,"white","white",NA,NA,NA,"female","female",NA,NA,NA,"protestant","catholic",NA,NA,NA,"60+","60+",NA,NA,NA,"No HS","HS",NA,NA,NA,1,3,NA,NA,NA,2,2,NA,NA,NA,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850305,31,16,"white","male","protestant","30s","College",4,2,2,4,1.0363,27,55,30,53,NA,13,16,16,12,NA,"white","white","white","white",NA,"female","male","male","male",NA,"protestant","catholic","catholic","catholic",NA,"20s","50s","30s","50s",NA,"Some College","College","College","HS",NA,1,2,1,3,NA,1,2,2,2,NA,1,1,0,1,NA,2,0,0,NA,0,1,NA,0,NA,NA
19850306,80,8,"white","female","catholic","60+","No HS",1,2,4,2,0.5181,58,NA,NA,NA,NA,11,NA,NA,NA,NA,"white",NA,NA,NA,NA,"female",NA,NA,NA,NA,"catholic",NA,NA,NA,NA,"50s",NA,NA,NA,NA,"No HS",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850307,73,12,"white","male","protestant","60+","HS",NA,1,2,0,1.0363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850308,55,12,"white","female","catholic","50s","HS",3,2,1,0,1.0363,35,58,30,NA,NA,16,13,12,NA,NA,"white","white","white",NA,NA,"male","male","female",NA,NA,"catholic","none","catholic",NA,NA,"30s","50s","30s",NA,NA,"College","Some College","HS",NA,NA,1,1,1,NA,NA,2,1,2,NA,NA,1,1,1,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA
19850309,63,18,"white","female","protestant","60+","Post Graduate",3,2,1,3,1.0363,62,75,75,NA,NA,18,12,12,NA,NA,"white","white","white",NA,NA,"female","female","male",NA,NA,"catholic","protestant","protestant",NA,NA,"60+","60+","60+",NA,NA,"Post Graduate","HS","HS",NA,NA,1,3,2,NA,NA,2,2,2,NA,NA,0,1,0,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA
19850310,37,20,"white","female","protestant","30s","Post Graduate",4,2,2,2,1.0363,37,34,31,31,NA,16,16,16,16,NA,"white","white","white","white",NA,"male","female","female","male",NA,"protestant","protestant","protestant","catholic",NA,"30s","30s","30s","30s",NA,"College","College","College","College",NA,1,2,2,2,NA,1,2,2,2,NA,1,0,0,0,NA,1,1,1,NA,2,1,NA,1,NA,NA
19850311,89,8,"white","male","catholic","60+","No HS",0,2,2,3,0.5181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850312,55,12,"white","female","catholic","50s","HS",5,1,2,1,1.0363,55,62,50,39,39,8,16,16,12,13,"white","white","white","white","white","male","male","female","female","male","catholic","catholic","catholic","catholic","catholic","50s","60+","50s","30s","30s","No HS","College","College","HS","Some College",1,2,2,2,2,1,2,2,2,2,1,0,0,0,0,2,2,2,2,2,1,1,1,0,2
19850313,32,15,"white","male","protestant","30s","Some College",6,2,1,0,2.5907,59,55,32,31,25,13,13,13,13,13,"white","white","white","white","white","male","female","male","male","female","protestant","protestant","catholic","protestant","protestant","50s","50s","30s","30s","20s","Some College","Some College","Some College","Some College","Some College",1,1,2,2,1,2,2,2,2,2,1,1,0,0,0,2,1,1,0,1,1,0,2,1,1
19850314,67,12,"white","male","catholic","60+","HS",2,2,3,0,1.0363,68,40,NA,NA,NA,12,18,NA,NA,NA,"white","white",NA,NA,NA,"female","male",NA,NA,NA,"catholic","catholic",NA,NA,NA,"60+","40s",NA,NA,NA,"HS","Post Graduate",NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850315,64,15,"white","male","catholic","60+","Some College",1,2,2,0,1.0363,63,NA,NA,NA,NA,11,NA,NA,NA,NA,"white",NA,NA,NA,NA,"female",NA,NA,NA,NA,"catholic",NA,NA,NA,NA,"60+",NA,NA,NA,NA,"No HS",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850316,27,20,"white","female","catholic","20s","Post Graduate",5,3,1,5,0.5181,60,64,22,23,50,12,8,12,12,16,"white","white","white","white","white","female","male","female","male","male","catholic","catholic",NA,NA,NA,"60+","60+","20s","20s","50s","HS","No HS","HS","HS","College",1,2,1,3,1,2,2,2,2,2,1,1,0,0,0,2,1,1,1,1,1,1,1,0,0
19850317,71,8,"white","female","protestant","60+","No HS",5,2,1,0,0.5181,44,42,39,37,35,12,12,11,12,12,"white","white","white","white","white","female","female","female","female","male","jewish","none","catholic","none","protestant","40s","40s","30s","30s","30s","HS","HS","No HS","HS","HS",1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
19850318,43,13,"white","male","catholic","40s","Some College",3,1,1,1,0.5181,40,33,37,NA,NA,12,12,14,NA,NA,"white","white","white",NA,NA,"male","male","female",NA,NA,"catholic","protestant","catholic",NA,NA,"40s","30s","30s",NA,NA,"HS","HS","Some College",NA,NA,2,3,1,NA,NA,2,2,2,NA,NA,0,1,0,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA
19850319,38,14,"white","female","catholic","30s","Some College",5,3,2,1,0.5181,42,34,45,40,46,18,16,12,13,13,"white","white","white","white","white","male","female","female","female","male","catholic","catholic","catholic","none","none","40s","30s","40s","40s","40s","Post Graduate","College","HS","Some College","Some College",2,3,2,2,1,2,2,2,2,2,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0
19850320,65,13,"white","female","catholic","60+","Some College",5,2,3,0,1.0363,75,62,66,55,66,8,18,12,12,12,"white","white","white","white","white","male","male","male","female","female","jewish","catholic","catholic","catholic","catholic","60+","60+","60+","50s","60+","No HS","Post Graduate","HS","HS","HS",1,3,2,1,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
19850321,65,13,"white","female","protestant","60+","Some College",6,3,1,2,0.5181,65,44,40,66,64,12,12,12,12,8,"white","white","white","white","white","male","male","male","female","female","protestant","protestant","protestant","protestant","catholic","60+","40s","40s","60+","60+","HS","HS","HS","HS","No HS",1,1,1,1,1,1,2,2,2,2,1,1,1,0,0,2,1,2,2,2,2,2,2,2,1
19850322,64,12,"white","male","catholic","60+","HS",6,1,1,0,1.0363,57,22,35,31,33,12,18,18,13,13,"white","white","white","white","white","female","female","male","male","female","protestant","catholic","catholic","catholic","catholic","50s","20s","30s","30s","30s","HS","Post Graduate","Post Graduate","Some College","Some College",1,1,1,3,3,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,0,2,2,2
19850323,29,12,"white","female","other","20s","HS",2,2,2,5,1.0363,21,28,NA,NA,NA,13,11,NA,NA,NA,"white","white",NA,NA,NA,"female","male",NA,NA,NA,"other","other",NA,NA,NA,"20s","20s",NA,NA,NA,"Some College","No HS",NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850324,50,10,"white","male","catholic","50s","No HS",3,1,3,1,1.5544,42,72,45,NA,NA,11,NA,11,NA,NA,"white","white","white",NA,NA,"female","female","male",NA,NA,"catholic","catholic","protestant",NA,NA,"40s","60+","40s",NA,NA,"No HS",NA,"No HS",NA,NA,1,2,2,NA,NA,1,2,2,NA,NA,1,1,0,NA,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA
19850325,52,9,"white","male","protestant","50s","No HS",3,3,2,0,1.5544,50,33,49,NA,NA,12,NA,12,NA,NA,"white","white","white",NA,NA,"male","male","female",NA,NA,NA,NA,"protestant",NA,NA,"50s","30s","40s",NA,NA,"HS",NA,"HS",NA,NA,3,2,1,NA,NA,2,2,1,NA,NA,0,0,1,NA,NA,2,0,NA,NA,0,NA,NA,NA,NA,NA
19850326,48,12,"white","female","protestant","40s","HS",3,1,1,1,1.0363,47,25,42,NA,NA,8,12,12,NA,NA,"white","white","white",NA,NA,"male","female","female",NA,NA,"catholic","protestant","protestant",NA,NA,"40s","20s","40s",NA,NA,"No HS","HS","HS",NA,NA,1,2,2,NA,NA,1,2,2,NA,NA,1,1,0,NA,NA,2,1,NA,NA,0,NA,NA,NA,NA,NA
19850327,51,14,"white","male","protestant","50s","Some College",3,2,3,1,2.0725,63,57,53,NA,NA,14,13,12,NA,NA,"white","white","white",NA,NA,"male","male","male",NA,NA,"protestant","protestant","protestant",NA,NA,"60+","50s","50s",NA,NA,"Some College","Some College","HS",NA,NA,3,2,2,NA,NA,2,2,2,NA,NA,1,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA
19850328,33,12,"white","male","protestant","30s","HS",3,2,2,1,1.0363,31,55,53,NA,NA,12,8,8,NA,NA,"white","white","white",NA,NA,"female","male","male",NA,NA,"protestant","protestant","protestant",NA,NA,"30s","50s","50s",NA,NA,"HS","No HS","No HS",NA,NA,1,2,2,NA,NA,1,2,2,NA,NA,1,1,1,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA
19850329,60,12,"white","female","catholic","60+","HS",5,3,3,0,1.5544,41,32,19,69,73,18,18,13,8,18,"white","white","white","white","white","male","male","male","male","male","catholic","catholic","catholic","protestant","catholic","40s","30s","20s","60+","60+","Post Graduate","Post Graduate","Some College","No HS","Post Graduate",1,2,1,1,3,2,2,2,1,2,1,1,1,1,0,2,2,1,1,2,1,0,2,2,0
19850330,69,11,"white","female","protestant","60+","No HS",1,2,3,5,1.0363,43,NA,NA,NA,NA,12,NA,NA,NA,NA,"white",NA,NA,NA,NA,"male",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"40s",NA,NA,NA,NA,"HS",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850331,51,12,"black","female","protestant","50s","HS",2,3,3,0,1.5544,68,58,NA,NA,NA,NA,8,NA,NA,NA,"black","black",NA,NA,NA,"female","female",NA,NA,NA,"protestant","protestant",NA,NA,NA,"60+","50s",NA,NA,NA,NA,"No HS",NA,NA,NA,2,2,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850332,51,8,"black","female","protestant","50s","No HS",1,2,2,0,1.0363,56,NA,NA,NA,NA,12,NA,NA,NA,NA,"black",NA,NA,NA,NA,"female",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"50s",NA,NA,NA,NA,"HS",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850333,30,12,"white","female",NA,"30s","HS",3,2,4,5,1.0363,22,40,56,NA,NA,12,13,11,NA,NA,"white","white","white",NA,NA,"female","male","female",NA,NA,"catholic","catholic","protestant",NA,NA,"20s","40s","50s",NA,NA,"HS","Some College","No HS",NA,NA,1,1,2,NA,NA,2,1,2,NA,NA,0,1,1,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA
19850334,55,12,"white","female","catholic","50s","HS",5,2,1,1,2.0725,33,20,57,50,55,18,13,8,11,12,"white","white","white","white","white","male","female","male","female","female","protestant","catholic","protestant","catholic","protestant","30s","20s","50s","50s","50s","Post Graduate","Some College","No HS","No HS","HS",4,1,1,2,3,2,2,1,2,2,0,1,1,1,1,1,1,0,1,2,2,2,2,1,1
19850335,37,12,"white","male","protestant","30s","HS",6,2,2,3,1.0363,52,48,42,40,35,12,12,12,12,12,"white","white","white","white","black","male","female","male","female","male","catholic","catholic","none","none",NA,"50s","40s","40s","40s","30s","HS","HS","HS","HS","HS",1,1,2,2,1,2,2,2,2,2,0,0,0,0,0,2,1,1,0,1,1,0,2,0,0
19850336,70,12,"white","male","protestant","60+","HS",2,2,3,6,1.0363,44,74,NA,NA,NA,14,11,NA,NA,NA,"white","white",NA,NA,NA,"female","female",NA,NA,NA,"protestant","protestant",NA,NA,NA,"40s","60+",NA,NA,NA,"Some College","No HS",NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850337,20,12,"white","female","catholic","20s","HS",4,3,3,1,1.5544,26,22,37,53,NA,12,16,13,12,NA,"white","white","white","white",NA,"male","female","female","female",NA,"catholic",NA,"catholic","catholic",NA,"20s","20s","30s","50s",NA,"HS","College","Some College","HS",NA,1,1,2,2,NA,2,2,2,2,NA,0,0,0,0,NA,1,1,2,NA,0,0,NA,2,NA,NA
19850338,36,13,"white","female","catholic","30s","Some College",4,2,1,2,0.5181,30,38,24,39,NA,13,12,12,18,NA,"white","white","white","white",NA,"female","female","male","male",NA,"catholic","catholic","none","none",NA,"30s","30s","20s","30s",NA,"Some College","HS","HS","Post Graduate",NA,1,2,2,1,NA,2,2,2,2,NA,1,0,0,0,NA,2,1,1,NA,1,1,NA,1,NA,NA
19850339,32,11,"white","female","protestant","30s","No HS",2,2,4,1,1.0363,42,54,NA,NA,NA,12,11,NA,NA,NA,"white","white",NA,NA,NA,"male","female",NA,NA,NA,"catholic","protestant",NA,NA,NA,"40s","50s",NA,NA,NA,"HS","No HS",NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850340,48,10,"white","female","protestant","40s","No HS",1,1,1,0,1.0363,50,NA,NA,NA,NA,13,NA,NA,NA,NA,"asian",NA,NA,NA,NA,"male",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"50s",NA,NA,NA,NA,"Some College",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850341,67,11,"white","male","protestant","60+","No HS",1,2,2,5,1.0363,57,NA,NA,NA,NA,11,NA,NA,NA,NA,"white",NA,NA,NA,NA,"female",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"50s",NA,NA,NA,NA,"No HS",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850342,36,11,"white","female","protestant","30s","No HS",3,1,1,1,1.0363,42,60,42,NA,NA,11,18,13,NA,NA,"white","white","white",NA,NA,"male","male","female",NA,NA,"none","jewish","catholic",NA,NA,"40s","60+","40s",NA,NA,"No HS","Post Graduate","Some College",NA,NA,1,1,1,NA,NA,1,2,2,NA,NA,1,0,0,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA
19850343,62,14,"white","female","protestant","60+","Some College",5,2,1,2,0.5181,69,61,59,80,71,18,16,18,16,12,"white","white","white","white","white","female","male","male","female","female","protestant","protestant","protestant","protestant","protestant","60+","60+","50s","60+","60+","Post Graduate","College","Post Graduate","College","HS",2,2,3,3,3,2,2,2,2,2,0,0,1,0,0,1,1,2,2,2,1,1,1,1,1
19850344,56,12,"white","female","catholic","50s","HS",4,2,3,0,0.5181,60,23,27,20,NA,12,12,12,12,NA,"white","white","white","white",NA,"female","female","male","male",NA,"catholic","catholic","catholic","catholic",NA,"60+","20s","20s","20s",NA,"HS","HS","HS","HS",NA,1,1,1,1,NA,2,2,2,2,NA,0,1,1,1,NA,2,2,2,NA,2,2,NA,2,NA,NA
19850345,67,14,"white","female","protestant","60+","Some College",6,1,2,6,1.0363,70,60,65,65,64,16,16,16,16,16,"hispanic","white","white","white","white","male","female","male","female","male","protestant","protestant","none","protestant","protestant","60+","60+","60+","60+","60+","College","College","College","College","College",2,2,4,3,3,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2
19850346,40,17,"white","male",NA,"40s","Post Graduate",3,2,1,0,1.5544,39,40,30,NA,NA,13,13,18,NA,NA,"white","white","white",NA,NA,"female","female","male",NA,NA,NA,"protestant",NA,NA,NA,"30s","40s","30s",NA,NA,"Some College","Some College","Post Graduate",NA,NA,1,1,3,NA,NA,1,2,2,NA,NA,1,0,0,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,NA
19850347,39,16,"white","female","protestant","30s","College",4,1,1,5,1.0363,35,34,33,30,NA,18,18,16,16,NA,"white","white","white","white",NA,"male","female","female","female",NA,"catholic","protestant",NA,NA,NA,"30s","30s","30s","30s",NA,"Post Graduate","Post Graduate","College","College",NA,1,2,3,3,NA,1,2,2,2,NA,1,0,0,0,NA,1,1,1,NA,1,1,NA,2,NA,NA
19850348,65,19,"white","male","protestant","60+","Post Graduate",5,2,2,1,1.0363,26,50,55,30,35,13,18,12,13,13,"white","white","white","white","white","male","male","female","female","male","catholic","protestant","catholic","protestant","protestant","20s","50s","50s","30s","30s","Some College","Post Graduate","HS","Some College","Some College",2,1,1,2,2,2,2,1,2,2,1,0,1,1,1,1,2,2,2,1,0,0,2,2,2
19850349,58,17,"white","male","protestant","50s","Post Graduate",1,1,3,6,1.5544,54,NA,NA,NA,NA,13,NA,NA,NA,NA,"white",NA,NA,NA,NA,"female",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"50s",NA,NA,NA,NA,"Some College",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850350,64,18,"white","male","catholic","60+","Post Graduate",1,2,2,5,1.5544,61,NA,NA,NA,NA,13,NA,NA,NA,NA,"white",NA,NA,NA,NA,"female",NA,NA,NA,NA,"catholic",NA,NA,NA,NA,"60+",NA,NA,NA,NA,"Some College",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850351,87,12,"white","female","catholic","60+","HS",0,1,2,5,0.5181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850352,48,12,"white","female","catholic","40s","HS",2,1,2,1,1.5544,48,55,NA,NA,NA,13,12,NA,NA,NA,"white","white",NA,NA,NA,"male","female",NA,NA,NA,"catholic","protestant",NA,NA,NA,"40s","50s",NA,NA,NA,"Some College","HS",NA,NA,NA,1,2,NA,NA,NA,1,2,NA,NA,NA,1,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
